gene_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g29960,0,0,0,0,0,5,8,0,0,0,1
g29961,0,0,0,0,0,0,0,0,0,0,0
g29965,0,0,2,1,0,0,0,0,0,0,0
g29966,0,0,0,0,0,0,0,0,0,0,0
g29967,0,0,0,0,0,0,0,0,0,0,0
g29974,0,0,0,0,0,0,0,0,0,0,0
g29977,0,0,0,0,0,0,0,0,0,0,0
g29979,0,0,0,1,0,0,0,0,0,0,0
g29981,0,0,0,0,0,0,0,0,0,0,0
g30000,0,0,0,0,0,0,0,0,0,0,0
g30001,0,0,0,0,0,0,0,0,0,0,0
g30015,0,0,0,0,0,0,0,0,0,0,0
g30049,0,0,0,0,0,0,2,0,0,0,1
g30050,0,0,0,0,0,0,0,0,0,0,0
g30053,0,0,0,0,0,0,0,0,0,0,0
g30054,0,0,0,0,0,0,0,0,0,0,0
g30059,0,0,0,0,0,0,0,0,0,0,0
g30060,0,0,0,0,0,0,0,0,0,0,0
g30061,0,3,13,0,12,0,5,0,0,0,0
g30066,0,0,0,0,0,0,0,0,0,0,0
g30068,0,0,0,0,0,0,0,0,0,0,0
g30078,0,0,0,0,0,0,0,0,0,0,0
g30082,0,1,0,0,1,0,1,0,0,0,0
g30087,0,0,0,0,0,0,0,0,0,0,0
g30088,0,0,0,0,0,0,0,0,0,0,0
g30089,0,0,0,0,0,0,0,0,0,0,0
g30090,0,0,0,0,0,0,0,0,0,1,0
g30092,0,0,0,0,0,0,0,0,0,0,0
g30093,0,0,0,0,0,0,0,0,0,0,0
g30094,0,0,0,0,0,0,0,0,0,0,0
g30095,0,0,0,0,0,0,0,0,0,0,0
g30097,0,0,0,0,0,0,0,0,0,0,0
g30098,0,0,0,0,0,0,3,0,0,0,0
g30099,0,0,0,0,0,0,0,0,0,0,0
g30100,0,0,0,0,0,0,0,0,0,0,0
g30101,0,0,0,0,0,0,0,0,0,0,0
g30102,0,0,0,0,0,0,0,0,0,0,0
g30103,0,0,0,0,0,0,0,0,0,0,0
g30104,0,0,0,0,0,0,0,0,0,0,0
g30105,0,0,0,0,0,0,0,0,0,0,0
g30106,0,0,0,0,0,0,0,0,0,0,0
g30107,0,0,0,0,0,0,0,0,0,0,0
g30108,0,0,0,0,0,0,0,0,0,0,0
g30109,0,0,0,0,0,0,0,0,0,0,0
g30110,0,0,0,1,0,0,1,0,0,0,0
g30111,0,0,0,0,0,0,0,0,0,0,0
g30112,0,0,0,0,0,2,4,0,0,0,0
g30113,0,0,0,0,0,0,0,0,0,0,0
g30114,0,0,0,0,0,0,0,0,0,0,0
g30116,0,0,0,0,0,0,0,3,0,0,0
g30117,0,0,0,0,0,0,0,0,1,1,0
g30118,0,0,0,0,0,0,0,0,0,0,0
g30119,0,0,0,0,0,0,0,0,0,0,0
g30126,0,0,0,0,0,0,0,0,0,0,0
g30127,0,0,0,3,0,0,3,0,0,0,0
g30129,0,0,0,0,0,0,0,0,0,0,0
g30130,0,0,0,0,0,0,0,0,0,0,0
g30136,0,0,0,0,0,0,0,0,0,0,0
g30137,0,0,0,0,0,0,0,0,0,0,0
g30138,0,0,3,0,0,2,6,2,0,5,4
g30139,0,0,0,0,0,0,0,0,0,0,0
g30156,0,0,1,0,0,0,5,2,3,1,3
g30162,0,0,4,5,0,4,0,0,0,2,1
g30173,0,0,0,0,0,0,0,0,0,0,0
g30174,0,0,0,0,0,0,0,0,0,0,0
g30190,0,0,0,0,0,0,0,0,0,0,0
g30191,0,0,0,0,0,0,0,0,0,0,0
g30193,0,0,0,0,0,0,0,0,0,0,0
g30194,0,0,3,0,0,0,2,0,2,2,0
g30195,0,0,0,0,0,0,0,0,0,0,0
g30198,0,0,0,0,0,0,0,0,0,0,0
g30199,0,2,0,0,0,0,0,0,0,0,3
g30203,0,0,0,0,0,0,0,0,0,1,0
g30204,0,0,0,0,0,0,0,0,0,0,0
g30205,0,0,0,0,0,0,0,0,0,0,0
g30206,0,0,0,0,0,0,0,0,0,0,0
g30207,0,0,0,0,0,0,0,0,0,0,0
g30208,0,0,0,0,2,0,0,0,0,0,0
g30209,0,0,0,0,0,0,0,0,0,0,0
g30210,0,0,0,0,0,0,0,0,0,0,0
g30211,0,0,0,0,0,0,0,0,0,0,0
g30213,0,0,0,0,0,0,0,0,0,0,0
g30214,0,0,0,0,0,0,0,0,0,0,0
g30217,0,0,0,0,0,0,0,0,0,0,0
g30219,0,0,0,0,0,0,0,0,0,0,0
g30221,0,0,0,0,0,0,0,0,0,0,0
g30222,0,0,0,0,0,0,0,0,0,0,0
g30224,0,0,1,0,1,1,0,2,0,2,1
g30225,0,0,0,0,0,0,0,0,0,0,0
g30226,0,0,0,0,0,0,0,0,0,0,0
g30233,0,0,0,0,0,0,0,0,0,0,0
g30236,0,0,0,0,0,0,0,0,0,0,0
g30240,0,0,0,0,0,0,0,0,0,0,0
g30241,0,0,0,0,0,0,0,0,0,0,0
g30260,0,0,0,0,0,0,2,0,4,0,0
g30264,0,0,0,0,0,0,0,0,0,0,0
g30265,0,0,0,0,0,2,0,0,0,0,0
g30266,0,0,4,0,0,0,0,0,0,0,0
g30269,0,0,0,0,0,0,0,0,0,0,0
g30273,0,0,0,0,0,0,0,0,0,0,0
g30279,0,0,0,0,0,5,0,0,2,0,0
g30281,0,0,7,0,0,0,0,0,0,8,0
g30282,0,0,0,0,0,0,0,0,0,0,0
g30285,0,0,0,0,0,0,0,0,0,0,2
g30295,0,0,1,0,0,0,0,0,0,0,0
g30297,0,0,0,0,0,0,0,0,0,0,0
g30298,0,0,0,0,0,0,0,0,0,0,0
g30303,0,0,0,0,0,0,0,0,0,0,0
g30310,0,0,0,0,0,0,0,0,0,0,0
g30311,0,1,1,0,1,0,0,0,0,0,0
g30312,0,0,0,0,0,0,0,0,0,0,0
g30313,0,0,0,0,0,0,0,0,0,0,0
g30314,0,0,0,0,0,0,0,0,0,0,0
g30315,0,0,0,0,0,0,0,0,0,0,0
g30316,0,0,0,0,0,0,0,0,0,0,0
g30317,0,0,0,0,0,0,0,0,0,0,0
g30318,0,0,0,0,0,0,0,0,0,0,0
g30319,0,0,0,0,0,0,0,0,0,0,0
g30320,0,0,0,0,0,0,0,0,0,0,0
g30321,0,0,0,0,0,0,0,0,0,0,0
g30322,0,0,0,0,0,0,0,0,0,0,0
g30323,0,0,0,0,0,0,0,0,0,0,0
g30324,0,2,3,4,5,3,5,5,4,3,9
g30325,0,0,0,0,0,0,0,0,0,0,0
g30327,0,0,0,0,0,0,0,0,0,0,0
g30328,0,0,1,1,0,0,0,0,1,1,0
g30329,0,0,0,0,0,0,0,0,0,0,0
g30330,0,0,0,0,0,0,0,0,0,0,0
g30331,0,0,0,0,0,0,0,0,0,0,0
g30332,0,0,0,0,0,0,0,0,0,0,0
g30334,0,0,0,0,0,0,0,0,0,0,0
g30335,0,2,0,1,0,0,0,0,0,0,0
g30336,0,0,0,0,0,0,0,0,0,0,0
g30338,0,0,0,0,0,0,0,0,0,0,0
g30339,0,0,2,0,1,0,0,0,0,0,0
g30340,0,0,0,0,0,0,0,0,0,0,0
g30351,0,0,0,0,0,0,0,0,0,0,0
g30353,0,0,0,0,0,0,0,0,0,0,0
g30354,0,0,0,0,0,0,0,0,0,0,0
g30355,0,0,1,0,0,0,1,0,0,0,0
g30356,0,0,0,0,0,0,0,0,0,0,0
g30360,0,0,0,0,0,0,0,0,0,0,0
g30387,0,0,0,0,0,0,3,0,0,0,0
g30388,0,0,3,0,0,0,4,0,0,0,0
g30391,0,0,0,0,0,0,0,0,0,0,0
g30394,0,0,0,0,0,0,0,0,0,0,0
g30395,0,0,0,0,0,0,0,0,0,0,0
g30396,0,0,0,0,0,0,0,0,0,0,0
g30397,0,0,0,0,0,0,3,0,0,0,0
g30398,0,0,0,0,0,0,0,0,0,0,0
g30399,0,0,0,0,0,0,0,0,0,0,0
g30400,0,0,0,0,0,0,0,0,0,0,0
g30402,0,0,0,0,0,0,0,0,0,0,0
g30404,0,0,0,0,0,0,0,0,0,0,0
g30405,0,0,0,0,0,0,0,0,0,0,0
g30406,0,0,0,0,0,0,0,0,0,0,0
g30407,0,0,0,0,0,0,0,0,0,0,0
g30408,0,0,0,0,0,0,0,0,0,0,0
g30409,0,0,0,0,0,0,0,0,0,0,0
g30410,0,0,0,0,0,0,0,0,0,0,0
g30411,0,0,0,0,0,0,0,0,0,0,0
g30414,0,0,0,0,0,0,0,0,0,0,0
g30415,0,2,3,6,0,7,3,0,5,0,2
g30429,0,0,0,0,0,0,0,0,0,0,0
g30453,0,0,0,0,0,0,0,0,0,0,0
g30459,0,0,0,0,0,0,0,0,0,0,0
g30468,0,0,0,0,0,0,0,0,0,0,0
g30471,0,0,0,1,0,3,0,1,0,0,1
g30473,0,0,0,0,0,0,0,0,0,0,0
g30474,0,0,0,0,0,0,0,0,0,0,0
g30475,0,0,0,0,0,0,0,0,0,0,0
g30476,0,0,0,0,0,0,0,0,0,0,0
g30477,0,0,0,0,0,0,2,0,0,0,0
g30478,0,0,0,0,0,0,0,0,0,0,0
g30479,0,0,0,0,0,0,0,0,0,0,0
g30480,0,0,0,0,0,0,0,0,0,0,0
g30482,0,0,0,0,0,0,0,0,0,0,0
g30483,0,0,0,0,0,0,0,0,0,0,0
g30486,0,0,0,0,0,0,0,0,0,0,0
g30487,0,0,0,0,0,0,0,0,0,0,0
g30488,0,0,0,0,0,0,0,0,0,0,0
g30489,0,0,0,0,0,0,0,0,0,0,0
g30491,0,0,0,0,0,0,0,0,0,0,0
g30492,0,0,0,0,0,0,0,0,0,0,0
g30493,0,0,0,0,0,0,0,0,0,0,0
g30494,0,0,0,0,0,0,0,0,0,0,0
g30495,0,0,0,0,0,0,0,0,0,0,0
g30497,0,0,0,0,0,0,0,0,0,0,0
g30499,0,0,0,0,0,0,0,0,0,0,0
g30500,0,0,0,0,0,0,0,0,0,0,0
g30501,0,0,0,0,0,0,0,0,0,0,0
g30503,0,0,0,0,0,0,0,0,0,0,0
g30504,0,0,0,0,1,0,0,0,0,0,0
g30507,0,0,0,0,0,0,0,0,0,0,0
g30508,0,0,0,0,0,0,0,0,0,0,0
g30509,0,1,0,0,0,0,0,0,0,0,0
g30510,0,0,0,0,0,0,0,0,0,0,0
g30511,0,0,0,0,0,0,6,0,0,4,0
g30513,0,0,0,0,0,0,0,0,0,0,0
g30519,0,0,0,0,0,0,0,0,0,0,0
g30520,0,0,0,0,2,0,0,1,0,2,1
g30524,0,0,0,0,0,0,0,0,2,0,0
g30525,0,0,0,0,0,0,1,0,1,0,0
g30526,0,0,0,0,0,0,0,0,0,0,0
g30531,0,0,0,0,0,0,0,0,0,0,0
g30533,0,0,0,0,0,0,0,0,0,0,0
g30538,0,0,0,0,0,0,0,0,0,0,0
g30539,0,0,0,0,0,5,0,0,0,0,0
g30553,0,0,0,0,3,2,0,0,4,0,0
g30554,0,0,0,0,0,0,0,0,0,0,0
g30555,0,0,0,0,0,0,0,0,0,0,0
g30556,0,0,0,0,0,0,0,0,0,0,0
g30558,0,0,0,0,0,0,0,0,0,0,0
g30580,0,0,0,0,0,0,0,0,0,0,0
g30581,0,0,0,0,0,0,0,0,0,0,0
g30589,0,0,0,0,0,0,0,0,0,0,0
g30610,0,3,6,1,3,0,2,2,3,3,2
g30613,0,0,0,0,5,1,5,3,2,3,8
g30614,0,0,0,0,0,0,0,0,0,0,0
g30615,0,0,0,0,0,0,0,2,0,1,2
g30622,0,0,0,0,0,0,0,0,0,0,0
g30624,0,0,0,0,0,0,0,1,1,0,0
g30625,0,0,0,0,0,0,0,0,0,0,0
g30627,0,0,0,0,0,0,0,0,0,0,0
g30628,0,0,0,0,0,0,0,0,0,0,0
g30629,0,0,0,0,0,0,0,0,0,0,0
g30630,0,1,0,0,0,0,0,0,0,1,0
g30631,0,0,0,0,0,0,0,0,0,0,0
g30632,0,0,0,0,0,0,0,0,0,0,0
g30633,0,0,0,0,0,0,0,0,0,0,0
g30634,0,0,0,0,0,0,0,0,0,0,0
g30635,0,0,0,0,0,0,0,0,0,0,0
g30636,0,0,0,0,1,0,0,0,0,0,3
g30637,0,0,0,0,0,0,0,0,0,0,2
g30638,0,0,0,0,0,0,1,0,0,1,0
g30639,0,0,0,0,0,0,0,0,0,0,0
g30640,0,0,1,0,0,0,1,0,0,1,0
g30646,0,0,0,0,0,0,0,0,0,0,3
g30647,0,0,0,0,0,0,0,0,0,0,0
g30651,0,0,0,0,0,0,0,0,0,0,0
g30653,0,0,0,0,0,0,0,0,0,0,0
g30654,0,0,0,0,0,0,0,0,0,0,0
g30656,0,0,0,0,0,0,0,0,0,0,0
g30657,0,0,0,0,0,0,0,0,0,0,0
g30658,0,0,0,0,0,0,0,0,0,0,0
g30660,0,0,0,0,0,0,0,0,0,0,0
g30718,0,0,0,0,0,0,0,0,0,0,0
g30719,0,0,0,0,0,0,0,0,0,0,0
g30721,0,0,0,0,0,0,0,0,0,0,0
g30742,0,0,0,0,0,0,0,0,0,0,0
g30744,0,0,0,0,0,0,0,0,0,0,0
g30759,0,0,0,0,0,0,0,0,0,0,0
g30763,0,0,0,0,0,0,0,0,0,0,0
g30777,0,0,0,0,0,0,0,0,0,0,0
g30787,0,0,0,0,0,0,0,0,0,0,0
g30790,0,0,0,0,0,0,0,0,0,0,0
g30795,0,0,0,0,0,0,0,0,0,0,0
g30797,0,0,0,0,0,0,0,0,0,0,0
g30824,0,0,0,0,1,0,0,0,0,0,0
g30832,0,0,0,0,0,0,0,0,0,0,0
g30833,0,0,0,0,0,0,0,0,0,0,0
g30834,0,0,0,0,0,0,0,0,0,0,0
g30835,0,0,0,0,0,0,0,0,0,0,0
g30836,0,0,0,0,0,0,0,0,0,0,0
g30837,0,0,0,0,0,0,0,0,0,0,0
g30838,0,0,0,0,0,0,0,0,0,0,0
g30850,0,0,0,0,0,0,1,0,0,0,0
g30851,0,0,0,0,0,0,0,0,0,0,0
g30852,0,0,0,0,0,0,0,0,0,0,0
g30861,0,0,0,0,2,0,0,0,0,0,0
g30862,0,0,0,0,0,0,0,0,0,0,0
g30863,0,0,0,0,0,0,0,0,0,0,0
g30870,0,0,0,0,0,0,0,0,0,0,0
g30871,0,0,0,0,0,0,0,0,0,0,0
g30872,0,0,0,0,0,0,0,0,0,0,0
g30874,0,0,0,0,0,0,0,0,0,0,0
g30875,0,0,0,0,0,0,0,0,0,0,0
g30878,0,0,0,0,0,0,0,0,0,0,0
g30883,0,0,0,0,0,0,0,0,0,0,0
g30896,0,0,0,0,0,0,0,0,0,0,0
g30897,0,0,0,0,0,0,0,0,0,0,0
g30898,0,0,0,0,0,0,0,0,0,0,0
g30899,0,0,0,0,0,0,0,0,0,0,0
g30908,0,0,0,0,0,0,0,0,0,0,0
g30909,0,0,0,0,0,0,0,0,0,0,0
g30910,0,0,0,0,0,0,0,0,0,0,0
g30911,0,0,0,0,0,0,0,0,0,0,0
g30915,0,0,0,0,0,0,0,0,0,0,0
g30916,0,0,0,0,0,0,0,2,0,0,0
g30917,0,0,0,0,0,0,0,0,0,0,0
g30931,0,0,0,0,0,0,0,0,1,0,0
g30946,0,0,0,0,0,0,0,0,0,0,0
g30951,0,0,0,0,0,0,0,0,0,0,0
g30952,0,0,0,0,0,0,0,0,0,0,0
g30954,0,0,7,0,9,0,0,0,0,8,0
g30957,0,0,0,0,0,0,0,0,0,0,0
g30958,0,0,0,0,0,0,0,0,0,0,0
g30959,0,0,0,0,0,0,0,0,0,0,0
g30960,0,0,0,0,0,0,0,0,0,0,0
g30961,0,0,0,0,0,0,0,0,0,0,0
g30962,0,0,0,0,0,0,0,0,0,0,0
g30963,0,0,0,0,0,0,0,0,0,0,0
g30964,0,1,0,0,0,0,0,0,0,0,0
g30965,0,0,0,0,0,0,0,0,0,0,0
g30966,0,0,0,0,0,0,0,0,0,0,0
g30977,0,0,0,0,0,0,0,0,0,0,0
g30978,0,0,0,0,0,0,0,0,0,0,0
g30986,0,0,0,0,0,0,0,1,0,0,0
g30988,0,0,0,0,0,0,0,0,0,0,12
g30990,0,0,0,0,0,0,5,0,0,0,0
g30997,0,0,0,0,0,0,0,0,0,0,0
g30999,0,0,0,0,2,0,0,0,0,0,0
g31003,0,0,0,0,0,0,0,0,0,0,0
g31005,0,0,0,0,0,0,5,0,0,2,0
g31007,0,2,2,3,1,4,2,2,0,0,3
g31019,0,0,0,0,0,0,0,0,0,0,0
g31032,0,0,0,0,0,1,0,0,0,0,0
g31033,0,0,0,0,0,0,0,0,0,0,0
g31035,0,0,0,0,0,0,0,0,0,0,0
g31036,0,0,0,0,0,0,0,0,0,0,0
g31037,0,0,0,0,0,0,0,0,0,0,0
g31038,0,0,0,0,0,0,0,0,0,0,0
g31047,0,0,0,0,0,0,0,0,0,0,0
g31052,0,0,0,0,0,0,0,0,0,0,0
g31064,0,0,5,0,0,3,0,0,0,5,5
g31065,0,0,0,0,0,0,0,0,0,0,0
g31068,0,0,0,0,0,0,0,0,0,0,0
g31080,0,0,0,0,0,0,0,0,0,0,0
g31082,0,0,0,0,0,0,0,0,0,0,0
g31083,0,0,0,0,0,0,0,0,0,0,0
g31084,0,0,0,0,0,0,0,0,0,0,0
g31085,0,0,0,0,0,0,0,0,0,0,0
g31086,0,0,0,0,0,0,0,0,0,0,0
g31094,0,0,0,0,0,0,0,0,0,0,0
g31095,0,0,0,0,0,0,0,0,0,0,0
g31098,0,0,0,0,0,0,0,0,0,0,0
g31099,0,0,0,0,0,0,0,0,0,0,0
g31100,0,0,0,0,0,0,0,0,0,0,0
g31101,0,0,0,0,0,0,0,0,0,0,0
g31104,0,0,0,0,0,0,0,0,0,0,0
g31105,0,0,0,0,0,0,0,0,0,0,0
g31107,0,0,0,0,0,0,0,0,0,0,0
g31108,0,0,0,0,0,0,0,0,0,0,0
g31109,0,0,0,0,0,0,0,0,0,0,0
g31110,0,0,0,0,0,0,0,0,0,0,0
g31111,0,0,0,0,0,0,0,0,0,0,0
g31112,0,0,0,0,0,0,0,0,0,0,0
g31115,0,0,0,0,0,0,0,0,0,0,0
g31118,0,0,0,0,0,0,0,0,0,0,0
g31119,0,0,0,0,0,0,0,0,0,0,0
g31123,0,0,0,0,0,0,0,0,0,0,0
g31124,0,0,0,0,0,0,0,0,0,0,0
g31127,0,0,0,0,0,0,0,0,0,0,0
g31128,0,0,0,0,0,0,0,0,0,0,0
g31129,0,0,0,0,0,0,0,0,0,0,0
g31130,0,0,0,0,0,0,0,0,0,0,0
g31131,0,0,0,0,0,0,0,0,0,0,0
g31132,0,0,0,0,0,0,1,0,0,0,0
g31137,0,0,0,0,0,2,0,0,0,2,0
g31138,0,0,0,0,0,0,0,0,0,0,0
g31139,0,0,0,0,0,0,0,0,0,0,0
g31154,0,0,0,0,0,0,0,0,0,0,0
g31155,0,0,0,0,0,0,0,0,0,0,0
g31164,0,0,0,0,0,0,0,0,0,0,0
g31165,0,0,0,0,0,0,0,0,0,0,0
g31175,0,0,0,0,0,0,1,0,0,0,2
g31180,0,0,0,0,0,0,0,0,0,0,0
g31181,0,0,0,0,0,0,0,0,0,0,0
g31183,0,0,0,0,3,0,0,0,0,0,0
g31185,0,0,0,0,0,0,0,0,0,0,0
g31186,0,0,0,0,0,0,0,0,0,0,0
g31187,0,0,0,0,0,0,0,0,0,0,0
g31188,0,0,0,0,0,0,0,0,0,0,0
g31192,0,0,0,0,0,0,0,0,0,0,0
g31193,0,0,0,0,0,0,0,0,0,0,0
g31194,0,0,0,0,0,0,0,0,0,0,0
g31195,0,0,0,0,0,0,0,0,0,0,0
g31220,0,0,0,0,0,0,0,0,0,0,0
g31228,0,0,0,0,0,0,0,0,0,0,0
g31235,0,0,0,0,0,0,0,0,0,0,0
g31241,0,0,0,0,0,0,0,0,0,0,0
g31265,0,0,0,0,0,0,0,0,0,0,0
g31266,0,0,0,0,2,0,2,0,0,0,0
g31267,0,0,0,0,0,0,0,0,0,0,0
g31273,0,0,0,0,0,0,0,0,0,0,0
g31283,0,0,0,0,0,0,0,0,0,0,0
g31291,0,0,0,0,0,0,0,0,0,0,0
g31293,0,0,0,0,0,0,0,0,0,0,0
g31294,0,0,0,0,0,0,0,0,0,0,0
g31295,0,0,0,0,0,0,0,0,0,0,0
g31296,0,0,0,0,0,0,0,0,0,0,0
g31297,0,0,0,0,0,0,0,0,0,0,0
g31298,0,0,0,0,0,0,0,0,0,0,0
g31299,0,0,0,0,0,0,0,0,0,0,0
g31300,0,0,0,0,0,0,0,0,0,0,0
g31301,0,0,0,0,0,0,0,0,0,0,0
g31305,0,0,1,0,0,0,0,0,0,0,0
g31306,0,0,1,0,2,0,4,0,0,0,14
g31307,0,0,0,0,0,0,0,0,0,0,0
g31308,0,0,0,0,0,0,0,0,0,0,0
g31321,0,0,2,0,0,0,0,0,0,0,3
g31322,0,2,0,1,3,3,0,2,0,3,0
g31336,0,0,0,0,0,0,0,0,0,0,0
g31344,0,0,0,3,0,0,0,0,0,0,0
g31345,0,0,0,0,0,0,0,0,0,0,0
g31347,0,0,0,0,0,0,4,0,0,0,0
g31352,0,0,0,0,0,0,0,0,0,0,0
g31354,0,0,0,0,0,0,0,0,0,0,0
g31360,0,0,0,0,0,0,0,0,0,0,0
g31361,0,0,0,0,0,0,0,0,0,0,0
g31373,0,0,0,0,0,0,0,0,0,0,0
g31377,0,0,0,0,0,0,0,0,0,0,0
g31378,0,0,0,0,0,0,0,0,0,0,0
g31382,0,0,0,0,0,0,0,0,0,0,0
g31384,0,2,0,0,0,3,0,2,2,0,2
g31385,0,0,0,0,0,0,0,0,0,0,0
g31386,0,0,0,0,0,0,0,0,0,0,0
g31390,0,0,0,0,0,0,0,0,0,0,0
g31391,0,0,0,0,0,0,0,0,0,0,0
g31392,0,0,0,0,0,0,0,0,0,0,0
g31394,0,0,0,0,0,0,0,0,0,0,0
g31401,0,0,0,0,0,0,0,0,0,0,0
g31402,0,0,0,0,0,0,0,0,0,0,0
g31403,0,0,0,0,0,0,0,0,0,0,0
g31408,0,2,0,2,0,0,0,0,0,0,0
g31409,0,0,0,0,0,0,0,0,0,0,0
g31410,0,0,0,0,0,0,0,0,0,0,0
g31413,0,0,0,0,0,0,4,0,0,0,2
g31416,0,0,0,0,0,0,0,0,0,0,0
g31417,0,0,0,0,0,0,0,0,0,0,0
g31420,0,0,0,0,0,0,0,0,0,0,0
g31432,0,0,0,0,0,0,0,0,0,0,4
g31434,0,0,0,0,0,0,0,0,0,0,0
g31438,0,0,0,0,0,0,0,0,0,0,0
g31439,0,0,0,0,0,0,0,0,0,0,0
g31440,0,0,0,0,0,0,0,0,0,0,0
g31441,0,0,0,0,0,0,0,0,0,0,0
g31442,0,0,0,0,0,0,0,0,0,0,0
g31444,0,0,0,0,0,0,0,0,0,0,0
g31445,0,0,0,0,0,0,0,0,0,0,0
g31446,0,0,0,0,0,0,0,0,0,0,0
g31447,0,0,0,0,0,0,0,0,0,0,0
g31448,0,0,0,0,0,0,0,0,0,0,0
g31455,0,0,0,0,0,0,0,0,0,0,0
g31461,0,0,0,0,0,0,0,0,0,0,0
g31463,0,6,0,1,0,2,0,3,0,0,3
g31464,0,0,0,0,0,0,0,0,0,0,0
g31466,0,0,0,0,0,0,0,0,0,0,0
g31467,0,0,0,0,0,4,0,0,0,7,0
g31468,0,0,0,0,0,0,0,0,0,0,0
g31473,0,0,0,0,0,0,0,0,0,0,0
g31474,0,0,0,0,0,0,0,0,0,0,0
g31475,0,0,0,0,0,0,0,0,0,0,0
g31476,0,0,0,0,0,0,0,0,0,0,0
g31477,0,0,0,0,0,0,0,2,0,0,0
g31478,0,0,0,0,0,0,0,0,0,0,0
g31479,0,0,0,0,0,0,0,0,0,0,0
g31481,0,0,0,0,0,0,0,0,0,0,0
g31487,0,0,0,0,0,0,0,0,0,0,0
g31488,0,0,0,0,0,0,0,0,0,0,0
g31489,0,0,0,0,0,0,0,0,0,0,0
g31490,0,0,0,0,0,0,0,0,0,0,0
g31491,0,0,0,0,0,0,0,0,0,0,0
g31492,0,0,0,0,0,0,0,0,0,0,0
g31493,0,3,0,0,0,0,0,0,0,3,0
g31495,0,0,0,0,0,1,0,0,0,0,0
g31496,0,0,0,0,0,0,0,0,0,0,0
g31502,0,0,0,0,0,0,0,0,0,0,0
g31503,0,0,0,0,0,0,0,0,0,0,0
g31504,0,0,0,0,0,0,0,0,1,0,0
g31505,0,0,0,0,0,0,0,0,0,0,0
g31506,0,0,0,0,0,0,0,0,0,0,0
g31508,0,0,0,0,0,0,0,0,0,0,0
g31509,0,0,0,0,0,0,0,0,0,0,0
g31522,0,0,0,0,0,0,0,0,0,0,0
g31523,0,0,0,0,2,0,0,0,0,0,0
g31530,0,0,0,0,0,0,0,0,0,0,0
g31544,0,0,0,0,0,0,0,0,0,0,0
g31554,0,0,0,1,0,0,0,0,0,0,0
g31564,0,0,0,0,0,0,0,0,0,0,0
g31565,0,0,0,0,0,0,0,0,0,0,0
g31566,0,3,2,0,0,0,1,0,1,0,1
g31568,0,0,0,0,0,0,0,0,0,0,0
g31571,0,0,0,0,0,0,0,0,0,0,0
g31572,0,0,0,0,0,0,0,0,0,0,0
g31573,0,1,0,1,0,0,1,0,0,0,0
g31574,0,3,3,2,3,2,13,1,0,0,0
g31580,0,9,2,2,2,8,15,2,3,3,7
g31581,0,0,0,0,2,0,0,0,0,0,0
g31587,0,0,0,0,0,0,0,0,0,0,0
g31593,0,0,0,0,0,0,0,0,0,0,0
g31595,0,0,0,0,0,0,0,0,0,0,0
g31596,0,0,0,0,0,0,0,0,0,0,0
g31605,0,0,0,0,0,0,0,0,0,0,0
g31607,0,0,0,0,0,0,0,0,0,0,0
g31615,0,0,0,0,0,0,0,0,0,3,0
g31616,0,0,0,0,0,0,0,0,0,0,0
g31617,0,0,0,0,0,0,0,0,0,0,0
g31619,0,0,0,1,1,1,1,2,1,1,1
g31624,0,0,0,0,0,0,0,0,0,0,0
g31625,0,0,0,0,2,1,0,0,0,0,0
g31626,0,0,0,0,0,0,0,0,0,0,0
g31631,0,0,0,0,0,0,0,0,0,0,0
g31632,0,0,0,0,0,0,0,0,0,0,0
g31633,0,0,0,0,0,0,0,0,0,0,0
g31634,0,0,0,0,0,0,0,0,0,0,0
g31636,0,0,0,0,0,0,0,0,0,0,0
g31637,0,0,0,0,0,0,0,0,0,0,0
g31638,0,0,0,0,0,0,0,0,0,0,0
g31639,0,0,0,0,0,0,0,0,0,0,0
g31642,0,0,0,0,0,0,0,0,0,0,0
g31643,0,0,0,0,0,0,0,0,0,0,0
g31644,0,0,0,0,0,0,0,0,0,0,0
g31645,0,0,0,0,0,0,0,0,0,0,0
g31646,0,0,0,2,0,0,0,0,0,0,0
g31647,0,0,0,0,0,0,0,0,0,0,0
g31649,0,0,0,0,0,0,0,0,0,0,2
g31650,0,0,0,0,0,0,2,0,0,0,0
g31651,0,0,0,0,0,0,0,0,0,0,0
g31652,0,0,0,0,0,0,0,0,0,0,0
g31653,0,0,0,0,0,0,0,0,0,0,0
g31654,0,0,0,0,0,0,0,0,0,0,0
g31656,0,0,0,0,0,0,0,0,0,0,0
g31657,0,0,0,0,0,0,0,0,0,0,0
g31658,0,0,0,0,0,0,0,0,0,0,0
g31659,0,0,0,0,0,0,0,0,0,0,0
g31660,0,0,0,0,0,0,0,0,0,0,0
g31661,0,0,0,0,0,0,0,0,0,0,0
g31662,0,0,0,0,0,0,0,0,0,0,0
g31663,0,0,0,0,0,0,0,0,0,0,0
g31664,0,0,0,0,0,0,0,0,0,0,0
g31669,0,0,0,0,0,0,0,0,0,0,0
g31673,0,0,0,0,0,0,0,0,0,0,0
g31674,0,0,0,0,0,0,0,0,0,0,0
g31675,0,0,0,0,0,0,0,0,0,0,0
g31676,0,0,0,0,0,0,0,0,0,0,0
