gene_id,pd_12.14,pd_12.2,pd_12.7,pd_13.10,pd_13.13,pd_13.9,pd_14.11,pd_14.12,pd_14.8,pd_15.3,pd_15.6
SymbC1.scaffold613.1,19,0,0,0,0,0,73,28,0,0,0
SymbC1.scaffold614.4,24,0,0,0,0,6,71,21,12,11,0
SymbC1.scaffold614.5,96,11,0,30,10,32,183,62,22,26,31
SymbC1.scaffold614.9,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold614.10,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold614.6,31,0,0,11,0,0,74,0,0,0,0
SymbC1.scaffold616.3,12,0,0,8,6,0,32,0,0,11,21
SymbC1.scaffold616.4,24,0,0,0,0,12,61,18,0,20,9
SymbC1.scaffold616.5,25,0,2,8,0,8,56,0,0,18,0
SymbC1.scaffold616.7,15,0,0,0,0,0,12,9,0,0,0
SymbC1.scaffold616.6,234,20,30,74,61,131,687,212,71,104,126
SymbC1.scaffold617.1,5,0,0,4,0,7,0,5,0,4,5
SymbC1.scaffold617.6,3,0,0,0,2,0,0,0,0,0,2
SymbC1.scaffold617.7,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold618.1,0,0,0,0,0,0,19,0,0,0,0
SymbC1.scaffold617.2,12,0,0,0,0,9,36,16,0,0,11
SymbC1.scaffold617.3,37,0,0,0,0,10,64,29,0,13,11
SymbC1.scaffold617.8,21,0,0,0,0,0,59,19,7,0,14
SymbC1.scaffold618.2,25,0,0,12,0,9,71,0,6,0,0
SymbC1.scaffold619.2,59,0,0,12,7,23,161,44,8,25,22
SymbC1.scaffold619.3,43,0,0,0,5,8,97,0,0,0,21
SymbC1.scaffold619.5,0,7,0,0,0,0,34,0,0,0,0
SymbC1.scaffold619.4,0,0,0,0,0,0,0,13,0,0,0
SymbC1.scaffold619.6,19,0,0,0,0,19,45,13,9,9,14
SymbC1.scaffold619.7,66,0,0,16,0,13,173,39,0,0,34
SymbC1.scaffold619.8,39,0,0,0,0,24,136,33,0,0,33
SymbC1.scaffold619.9,46,0,6,7,0,21,88,35,11,4,9
SymbC1.scaffold619.10,73,0,0,21,0,32,249,64,0,0,48
SymbC1.scaffold619.11,90,4,10,32,11,32,220,68,12,34,36
SymbC1.scaffold619.12,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold620.3,4,1,0,0,1,3,6,3,7,4,3
SymbC1.scaffold620.4,40,5,7,23,11,29,96,50,12,36,29
SymbC1.scaffold620.6,7,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold620.5,51,0,0,0,0,23,124,46,0,28,0
SymbC1.scaffold620.7,10,0,0,0,0,7,55,0,0,0,0
SymbC1.scaffold620.8,393,10,37,102,52,151,954,249,55,137,173
SymbC1.scaffold620.11,48,0,0,0,0,0,152,0,0,0,0
SymbC1.scaffold620.13,50,7,0,0,0,19,84,22,0,11,16
SymbC1.scaffold620.15,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold621.3,7,0,0,3,0,0,30,0,0,0,0
SymbC1.scaffold620.14,355,34,37,57,66,113,835,264,86,118,181
SymbC1.scaffold623.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold623.4,17,0,0,0,11,12,32,21,0,8,15
SymbC1.scaffold623.5,26,0,0,0,0,12,49,25,0,0,0
SymbC1.scaffold623.2,592,19,42,147,45,155,1128,366,73,147,275
SymbC1.scaffold623.6,80,0,6,25,0,19,226,94,22,28,51
SymbC1.scaffold623.9,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold623.8,80,0,0,20,0,0,190,52,0,0,23
SymbC1.scaffold623.11,132,10,16,29,10,29,177,51,22,20,24
SymbC1.scaffold625.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold625.2,127,0,13,21,19,25,230,63,29,31,39
SymbC1.scaffold625.3,43,0,0,10,0,13,135,34,15,8,12
SymbC1.scaffold625.4,328,0,12,67,48,81,752,240,60,110,102
SymbC1.scaffold625.5,119,0,0,41,13,42,266,104,12,37,46
SymbC1.scaffold625.6,0,0,0,0,0,0,93,0,0,0,0
SymbC1.scaffold625.7,37,0,0,0,0,0,0,0,0,17,0
SymbC1.scaffold625.11,10,0,5,5,11,4,19,8,0,6,4
SymbC1.scaffold625.10,28,0,0,0,0,0,63,0,0,0,0
SymbC1.scaffold625.8,88,0,8,8,11,38,165,59,10,14,34
SymbC1.scaffold625.9,45,0,4,6,19,14,72,44,17,24,13
SymbC1.scaffold625.15,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold625.16,29,0,0,0,0,0,79,0,0,0,21
SymbC1.scaffold625.12,190,7,11,51,18,78,562,147,13,46,97
SymbC1.scaffold626.1,18,2,0,7,0,6,27,2,0,0,7
SymbC1.scaffold626.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold626.4,5,0,0,4,0,0,22,10,0,0,0
SymbC1.scaffold626.7,7,0,0,0,0,0,6,0,0,0,0
SymbC1.scaffold626.5,126,11,0,22,13,33,197,98,29,31,37
SymbC1.scaffold626.6,41,0,5,14,10,19,74,34,11,10,24
SymbC1.scaffold626.9,75,5,7,20,5,25,248,57,15,38,45
SymbC1.scaffold626.10,63,10,0,19,11,26,195,53,8,26,47
SymbC1.scaffold626.11,117,12,13,29,20,63,355,105,23,42,66
SymbC1.scaffold627.1,0,0,0,0,0,0,17,0,0,0,0
SymbC1.scaffold627.8,2,0,0,0,0,0,6,3,0,1,0
SymbC1.scaffold627.3,0,0,0,0,0,0,13,0,0,0,0
SymbC1.scaffold627.4,23,0,0,8,0,0,59,24,0,0,12
SymbC1.scaffold627.6,0,0,0,0,5,0,0,0,0,0,0
SymbC1.scaffold627.7,0,0,0,0,0,0,42,11,0,0,0
SymbC1.scaffold627.5,53,0,0,18,0,30,140,56,12,21,31
SymbC1.scaffold628.5,2,0,0,3,8,3,31,17,0,7,14
SymbC1.scaffold628.3,28,0,0,0,0,0,58,15,0,0,0
SymbC1.scaffold629.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold629.1,0,0,0,0,0,0,30,0,0,0,10
SymbC1.scaffold629.7,45,0,0,10,11,28,106,39,25,23,19
SymbC1.scaffold629.9,28,0,0,3,5,10,37,26,14,19,11
SymbC1.scaffold629.11,32,0,0,0,0,0,56,0,0,0,0
SymbC1.scaffold629.10,46,0,0,11,11,24,142,47,5,14,40
SymbC1.scaffold630.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold630.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold631.3,26,5,0,0,0,0,69,28,0,0,0
SymbC1.scaffold631.4,13,0,0,0,0,0,22,0,0,0,0
SymbC1.scaffold631.2,112,13,0,23,25,33,280,72,36,54,70
SymbC1.scaffold632.5,0,0,0,0,0,5,30,0,0,0,17
SymbC1.scaffold632.6,24,0,0,10,0,0,22,7,16,0,11
SymbC1.scaffold631.5,22,0,0,0,0,0,51,0,0,0,0
SymbC1.scaffold632.7,58,0,0,14,8,19,122,35,20,22,39
SymbC1.scaffold633.2,54,0,0,0,0,0,93,25,10,19,27
SymbC1.scaffold633.1,189,0,26,59,30,97,527,168,58,64,115
SymbC1.scaffold633.3,124,0,0,46,18,43,383,92,20,0,73
SymbC1.scaffold633.4,93,0,0,36,11,46,297,66,20,29,46
SymbC1.scaffold634.1,24,0,0,0,0,0,51,26,0,0,13
SymbC1.scaffold634.2,15,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold634.3,40,0,0,11,6,0,98,18,0,4,13
SymbC1.scaffold634.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold634.4,23,0,0,0,0,16,82,0,0,0,0
SymbC1.scaffold634.7,14,0,0,0,0,10,29,16,7,7,13
SymbC1.scaffold634.9,0,0,0,0,0,0,35,0,0,7,9
SymbC1.scaffold634.8,32,0,0,0,0,0,0,20,0,0,0
SymbC1.scaffold634.10,53,0,0,0,0,0,95,31,0,19,27
SymbC1.scaffold634.12,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold634.11,121,0,11,30,28,49,243,79,29,67,45
SymbC1.scaffold635.1,18,0,5,11,7,13,64,23,0,11,18
SymbC1.scaffold635.4,36,0,4,20,6,36,105,28,4,8,21
SymbC1.scaffold635.6,15,0,0,0,0,6,50,17,0,5,8
SymbC1.scaffold635.5,21,0,0,0,0,0,116,24,0,0,30
SymbC1.scaffold635.3,90,0,0,23,11,31,242,95,18,32,20
SymbC1.scaffold635.9,42,0,0,0,0,21,85,19,10,10,21
SymbC1.scaffold636.2,10,0,0,9,0,0,13,13,0,0,0
SymbC1.scaffold636.3,17,0,0,0,0,0,20,6,0,0,0
SymbC1.scaffold636.7,8,0,0,0,0,0,38,14,0,11,13
SymbC1.scaffold636.6,37,0,0,0,0,17,78,15,0,0,0
SymbC1.scaffold637.7,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold637.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold637.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold637.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold638.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold638.3,41,0,0,0,0,14,91,23,9,0,0
SymbC1.scaffold638.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold638.6,18,0,0,0,5,0,47,32,0,9,0
SymbC1.scaffold638.4,68,0,0,14,0,25,196,36,9,11,29
SymbC1.scaffold638.8,17,0,0,0,0,16,64,0,3,0,21
SymbC1.scaffold638.9,21,0,0,6,8,0,65,0,5,0,19
SymbC1.scaffold639.3,38,0,0,9,0,0,58,25,7,16,0
SymbC1.scaffold639.1,49,0,0,21,0,0,146,47,0,18,32
SymbC1.scaffold639.2,0,0,0,0,0,0,38,0,0,0,0
SymbC1.scaffold640.3,72,4,9,29,14,31,181,63,6,22,31
SymbC1.scaffold640.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold640.1,0,0,0,0,0,0,16,0,0,0,0
SymbC1.scaffold640.2,15,0,0,0,0,18,71,8,0,0,18
SymbC1.scaffold641.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold641.1,0,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold641.3,7,0,0,2,0,4,14,5,0,2,3
SymbC1.scaffold642.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold642.3,0,0,0,0,0,0,10,0,0,0,0
SymbC1.scaffold641.2,43,0,0,0,0,12,135,36,0,0,14
SymbC1.scaffold643.1,0,0,0,0,0,0,35,0,0,0,0
SymbC1.scaffold643.3,3,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold642.5,32,0,0,16,0,0,112,24,0,0,26
SymbC1.scaffold642.4,66,0,0,0,5,27,140,34,0,0,41
SymbC1.scaffold644.2,33,0,0,0,0,11,65,15,6,13,9
SymbC1.scaffold643.5,56,0,0,21,0,38,219,43,0,8,26
SymbC1.scaffold644.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold644.6,0,0,0,0,0,0,13,0,0,0,0
SymbC1.scaffold644.3,34,0,0,12,8,12,99,32,0,8,0
SymbC1.scaffold645.16,75,9,0,12,15,56,262,104,13,41,53
SymbC1.scaffold645.6,30,0,0,0,0,8,26,13,6,0,0
SymbC1.scaffold645.7,96,0,13,13,18,59,287,74,33,24,57
SymbC1.scaffold645.12,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold645.11,70,10,2,10,4,34,128,47,16,13,38
SymbC1.scaffold645.9,7,2,2,3,0,0,33,6,8,4,1
SymbC1.scaffold645.10,83,0,13,24,8,24,271,82,18,24,35
SymbC1.scaffold645.13,54,2,4,21,2,25,103,28,7,15,22
SymbC1.scaffold645.15,0,0,0,0,0,6,0,0,0,0,0
SymbC1.scaffold645.14,75,10,11,11,7,10,144,52,17,28,15
SymbC1.scaffold646.1,58,0,0,0,0,0,187,44,0,23,0
SymbC1.scaffold646.6,0,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold646.4,64,0,9,26,0,28,210,41,0,22,42
SymbC1.scaffold646.5,0,0,0,0,0,0,62,0,0,0,0
SymbC1.scaffold647.5,0,3,2,0,0,0,11,5,0,0,0
SymbC1.scaffold647.2,0,0,0,0,0,0,0,0,0,0,6
SymbC1.scaffold647.7,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold647.1,0,0,0,0,0,0,55,0,0,0,19
SymbC1.scaffold647.8,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold647.4,11,0,0,0,0,0,33,11,0,0,0
SymbC1.scaffold648.1,4,0,0,0,0,0,0,12,0,0,0
SymbC1.scaffold648.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold648.4,20,0,0,0,0,9,38,24,0,8,14
SymbC1.scaffold648.2,31,0,0,0,0,0,58,29,10,12,13
SymbC1.scaffold648.5,0,0,0,0,0,0,16,0,0,0,0
SymbC1.scaffold648.6,15,0,0,0,0,0,63,0,3,0,0
SymbC1.scaffold648.7,39,0,0,0,0,19,56,18,0,0,16
SymbC1.scaffold648.8,0,0,0,0,0,0,67,21,0,0,0
SymbC1.scaffold648.9,28,0,0,0,0,11,66,12,0,0,0
SymbC1.scaffold648.10,21,0,0,0,0,13,63,27,0,0,23
SymbC1.scaffold649.1,0,0,0,0,0,0,53,16,0,0,0
SymbC1.scaffold649.3,0,0,0,6,0,0,12,9,0,0,0
SymbC1.scaffold649.4,44,0,0,0,0,14,85,33,14,0,29
SymbC1.scaffold649.5,44,0,2,12,15,17,99,36,8,20,13
SymbC1.scaffold649.2,331,0,0,80,0,87,897,190,54,60,124
SymbC1.scaffold649.6,27,0,0,0,0,16,66,17,14,5,11
SymbC1.scaffold649.7,38,8,7,11,10,20,91,37,19,30,23
SymbC1.scaffold649.8,50,0,0,0,14,19,143,39,8,14,29
SymbC1.scaffold649.10,29,7,0,0,0,0,75,24,0,0,12
SymbC1.scaffold649.14,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold649.13,45,0,0,0,0,23,114,25,6,0,27
SymbC1.scaffold649.15,41,0,0,0,10,26,153,49,18,26,19
SymbC1.scaffold650.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold651.2,29,0,0,12,0,13,70,31,0,13,15
SymbC1.scaffold651.3,21,0,4,14,0,9,58,16,9,24,0
SymbC1.scaffold650.2,125,0,0,31,17,49,292,72,26,0,57
SymbC1.scaffold651.5,65,2,5,26,0,20,162,46,5,18,28
SymbC1.scaffold651.8,49,0,0,0,0,0,133,40,0,18,29
SymbC1.scaffold651.11,42,0,0,8,0,19,64,17,11,9,7
SymbC1.scaffold651.9,77,0,21,17,14,32,205,61,0,32,27
SymbC1.scaffold651.12,128,15,8,37,20,52,304,101,43,49,52
SymbC1.scaffold651.13,48,0,0,0,0,0,83,29,0,0,26
SymbC1.scaffold651.14,40,0,0,4,0,10,57,22,12,0,6
SymbC1.scaffold652.2,5,0,0,0,0,0,8,7,0,0,0
SymbC1.scaffold651.16,70,9,9,18,7,24,141,51,9,12,22
SymbC1.scaffold651.15,178,15,24,63,25,67,586,165,45,59,107
SymbC1.scaffold652.5,0,0,0,0,0,0,15,0,0,0,0
SymbC1.scaffold652.6,38,3,9,5,9,12,98,38,15,34,30
SymbC1.scaffold652.7,0,0,0,0,0,0,0,6,0,0,0
SymbC1.scaffold652.8,11,7,0,13,0,8,28,7,6,11,7
SymbC1.scaffold652.9,50,14,0,20,9,32,109,53,33,34,27
SymbC1.scaffold652.10,28,0,0,0,0,0,78,30,0,15,0
SymbC1.scaffold652.11,17,8,0,9,4,11,69,27,13,10,22
SymbC1.scaffold652.14,24,0,0,0,0,0,57,15,0,9,15
SymbC1.scaffold653.1,0,0,0,0,0,0,59,0,0,0,0
SymbC1.scaffold653.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold652.12,8,0,0,0,0,0,32,6,0,0,0
SymbC1.scaffold652.13,79,0,15,14,13,33,222,57,12,22,64
SymbC1.scaffold653.4,0,0,0,0,0,6,0,11,0,0,0
SymbC1.scaffold653.3,10,0,0,0,0,4,17,0,0,0,0
SymbC1.scaffold653.7,0,0,0,0,0,0,18,0,0,0,0
SymbC1.scaffold653.8,12,0,0,0,0,6,20,0,0,0,0
SymbC1.scaffold654.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold654.3,17,0,0,0,7,0,58,10,0,4,0
SymbC1.scaffold654.5,122,0,14,22,13,36,375,84,25,34,74
SymbC1.scaffold654.11,25,0,0,0,0,12,63,0,0,0,0
SymbC1.scaffold654.6,186,0,0,42,31,69,386,119,36,45,60
SymbC1.scaffold655.3,101,12,10,17,0,30,256,59,23,36,34
SymbC1.scaffold656.1,0,0,0,0,0,15,117,28,0,0,0
SymbC1.scaffold656.5,0,0,0,0,0,0,14,0,0,0,0
SymbC1.scaffold656.6,0,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold656.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold656.4,0,0,0,0,0,0,51,0,0,0,0
SymbC1.scaffold656.10,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold657.1,6,0,2,0,0,0,31,0,0,3,5
SymbC1.scaffold656.9,0,0,0,0,0,0,0,7,0,0,0
SymbC1.scaffold656.8,43,0,0,13,0,21,114,32,8,16,22
SymbC1.scaffold657.2,0,0,0,0,0,0,13,0,0,0,0
SymbC1.scaffold657.3,0,0,0,0,0,0,86,14,0,0,0
SymbC1.scaffold658.2,50,0,0,0,10,21,120,46,7,18,20
SymbC1.scaffold658.5,15,0,0,6,0,0,0,0,0,0,0
SymbC1.scaffold660.2,0,0,0,0,0,6,10,0,0,0,0
SymbC1.scaffold660.4,7,0,0,0,0,5,12,4,6,0,0
SymbC1.scaffold660.3,7,0,0,0,0,0,10,0,0,0,0
SymbC1.scaffold660.8,24,0,8,0,0,17,67,27,0,12,24
SymbC1.scaffold660.9,19,0,0,0,0,22,49,46,0,0,0
SymbC1.scaffold658.3,65,0,0,0,0,0,212,67,0,0,0
SymbC1.scaffold658.4,71,0,0,0,7,22,164,47,13,16,28
SymbC1.scaffold660.7,109,0,0,0,0,37,236,84,37,32,37
SymbC1.scaffold660.10,18,0,0,0,0,21,57,19,0,15,0
SymbC1.scaffold660.11,44,0,0,0,0,0,65,22,0,0,15
SymbC1.scaffold661.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold661.4,2,0,0,0,2,0,2,2,0,0,0
SymbC1.scaffold661.3,18,0,3,9,6,7,38,8,0,0,14
SymbC1.scaffold661.2,45,4,7,24,9,18,170,48,10,17,34
SymbC1.scaffold661.9,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold661.11,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold661.10,23,0,0,0,0,0,17,10,5,0,0
SymbC1.scaffold661.12,45,0,7,21,0,22,189,61,0,0,32
SymbC1.scaffold661.14,0,0,0,5,0,0,28,0,0,3,6
SymbC1.scaffold661.13,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold662.3,28,0,0,0,0,8,58,16,16,0,15
SymbC1.scaffold662.1,88,0,5,27,12,41,169,50,23,29,51
SymbC1.scaffold662.7,20,0,0,0,0,0,42,0,0,0,0
SymbC1.scaffold662.8,6,0,0,0,0,0,11,4,3,5,11
SymbC1.scaffold662.5,22,0,0,8,0,16,70,0,0,15,22
SymbC1.scaffold662.6,40,0,0,0,0,0,78,0,0,0,0
SymbC1.scaffold663.2,0,0,3,0,0,0,0,0,0,0,0
SymbC1.scaffold663.1,0,0,0,0,0,0,33,12,0,0,0
SymbC1.scaffold663.5,2,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold663.3,18,0,0,5,0,8,46,0,0,0,0
SymbC1.scaffold663.4,52,0,7,11,0,11,95,22,0,13,13
SymbC1.scaffold664.1,0,0,0,0,0,0,16,0,0,0,4
SymbC1.scaffold664.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold664.7,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold664.6,45,0,0,16,0,15,114,14,8,0,39
SymbC1.scaffold664.8,30,0,0,0,10,0,74,24,0,0,14
SymbC1.scaffold665.2,16,0,0,0,0,0,19,14,6,0,0
SymbC1.scaffold665.3,107,3,3,21,0,22,191,57,17,33,35
SymbC1.scaffold665.8,15,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold665.9,0,0,0,0,0,0,26,0,0,0,0
SymbC1.scaffold666.1,0,0,0,0,0,10,21,0,9,4,0
SymbC1.scaffold666.2,0,0,0,11,0,0,41,0,0,0,0
SymbC1.scaffold666.4,47,0,0,22,13,16,125,56,0,30,36
SymbC1.scaffold666.5,5,0,0,0,0,0,12,0,0,0,0
SymbC1.scaffold668.1,44,0,0,12,0,0,136,48,0,10,24
SymbC1.scaffold668.4,14,0,0,0,0,0,10,0,0,0,0
SymbC1.scaffold668.3,301,0,0,0,0,149,1016,357,0,103,260
SymbC1.scaffold669.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold670.3,0,0,0,0,0,0,9,0,0,0,0
SymbC1.scaffold670.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold670.6,65,0,0,10,0,20,219,65,6,30,30
SymbC1.scaffold670.8,80,0,13,19,20,29,230,61,12,28,36
SymbC1.scaffold671.1,0,0,0,0,0,0,28,0,0,0,0
SymbC1.scaffold671.3,42,4,0,0,0,18,67,30,5,6,14
SymbC1.scaffold671.4,7,0,0,0,0,0,7,0,3,8,4
SymbC1.scaffold671.6,4,0,0,0,0,0,4,0,0,4,0
SymbC1.scaffold671.5,31,0,0,13,5,13,108,35,17,17,20
SymbC1.scaffold673.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold674.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold672.3,113,7,12,44,15,38,340,78,15,40,73
SymbC1.scaffold674.5,60,0,0,0,0,26,180,47,0,0,27
SymbC1.scaffold674.6,42,2,0,14,9,12,107,31,13,24,11
SymbC1.scaffold674.7,20,0,0,3,0,0,31,17,0,7,0
SymbC1.scaffold674.9,25,0,0,0,0,0,28,17,0,4,5
SymbC1.scaffold674.10,50,0,0,28,7,24,104,44,5,10,21
SymbC1.scaffold674.13,32,0,7,0,0,10,65,24,0,14,16
SymbC1.scaffold674.15,4,0,0,0,0,0,11,0,0,0,0
SymbC1.scaffold674.11,69,13,10,30,11,30,184,64,31,25,33
SymbC1.scaffold674.12,262,17,41,76,29,76,484,171,89,100,118
SymbC1.scaffold674.14,68,0,0,29,0,36,133,47,10,17,30
SymbC1.scaffold675.1,0,0,0,0,0,0,53,0,0,0,0
SymbC1.scaffold675.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold675.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold675.9,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold675.6,12,0,0,0,0,0,27,0,0,0,0
SymbC1.scaffold675.11,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold676.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold676.2,35,0,0,0,7,0,64,8,0,0,10
SymbC1.scaffold676.3,0,0,0,0,0,7,23,0,0,0,0
SymbC1.scaffold676.4,50,0,0,0,14,24,155,41,0,0,15
SymbC1.scaffold676.5,387,22,0,75,51,86,875,281,77,112,130
SymbC1.scaffold676.11,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold676.10,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold676.12,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold677.1,0,0,0,0,0,7,47,0,0,0,0
SymbC1.scaffold676.7,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold676.6,146,0,0,28,21,53,293,114,29,43,55
SymbC1.scaffold676.9,116,0,12,22,0,39,229,73,32,37,46
SymbC1.scaffold677.2,78,0,0,24,16,0,213,72,0,19,35
SymbC1.scaffold677.3,49,0,0,0,0,0,196,62,14,0,42
SymbC1.scaffold677.6,0,0,0,0,0,0,22,0,0,0,0
SymbC1.scaffold677.4,58,0,0,14,0,19,91,37,0,0,18
SymbC1.scaffold678.2,26,0,0,17,0,15,73,34,11,26,0
SymbC1.scaffold678.1,126,0,16,45,13,47,392,80,17,27,108
SymbC1.scaffold679.8,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold678.3,32,0,0,11,0,9,104,24,0,12,16
SymbC1.scaffold678.4,216,0,24,54,47,71,386,163,71,69,83
SymbC1.scaffold679.1,98,13,0,30,7,27,228,67,0,26,39
SymbC1.scaffold679.2,22,0,0,10,0,10,43,21,0,0,17
SymbC1.scaffold679.4,19,0,0,0,0,0,48,0,0,4,0
SymbC1.scaffold679.5,106,8,0,32,0,36,239,105,22,23,66
SymbC1.scaffold680.1,47,0,0,0,0,18,145,27,15,0,0
SymbC1.scaffold680.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold680.2,251,11,16,52,25,71,477,200,59,60,76
SymbC1.scaffold682.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold682.1,11,0,0,13,0,0,64,16,0,0,14
SymbC1.scaffold681.1,8,0,0,0,0,0,31,0,0,0,0
SymbC1.scaffold682.3,18,0,0,0,0,8,84,27,0,18,14
SymbC1.scaffold682.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold682.5,48,0,0,15,6,19,131,0,15,10,16
SymbC1.scaffold683.6,0,0,0,0,0,0,27,0,0,0,0
SymbC1.scaffold683.7,4,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold682.6,49,0,0,0,0,0,111,45,0,0,22
SymbC1.scaffold684.1,17,0,9,0,6,8,45,9,0,4,9
SymbC1.scaffold684.6,39,0,0,0,0,0,102,0,0,0,0
SymbC1.scaffold686.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold684.7,130,0,0,0,0,71,368,127,21,31,83
SymbC1.scaffold687.3,57,0,6,21,15,34,174,45,9,27,42
SymbC1.scaffold686.1,0,0,0,0,0,0,72,0,0,0,18
SymbC1.scaffold687.4,46,3,0,13,13,17,167,42,9,14,46
SymbC1.scaffold687.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold687.5,99,5,6,0,10,38,172,58,19,18,32
SymbC1.scaffold687.7,86,2,10,30,14,27,179,60,17,19,52
SymbC1.scaffold687.8,12,0,0,0,0,0,20,0,0,0,0
SymbC1.scaffold687.11,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold687.9,27,0,0,0,0,0,43,9,0,0,9
SymbC1.scaffold687.12,0,0,0,0,0,9,0,0,0,0,0
SymbC1.scaffold687.13,0,0,0,0,0,0,80,24,0,0,12
SymbC1.scaffold688.1,17,0,0,6,0,0,44,20,0,0,11
SymbC1.scaffold688.2,63,0,0,17,0,0,93,35,0,9,0
SymbC1.scaffold688.3,3,3,0,0,0,0,0,5,0,0,0
SymbC1.scaffold688.6,0,0,0,0,0,4,0,0,0,0,0
SymbC1.scaffold688.11,0,0,0,0,0,0,14,0,0,0,0
SymbC1.scaffold688.9,14,0,0,4,0,0,30,16,15,6,0
SymbC1.scaffold688.12,22,0,0,3,0,6,42,23,0,0,8
SymbC1.scaffold688.14,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold689.4,5,0,0,0,0,3,6,3,0,3,6
SymbC1.scaffold689.6,7,0,0,0,0,2,3,4,0,3,3
SymbC1.scaffold690.3,27,6,3,6,0,10,65,32,11,8,14
SymbC1.scaffold690.5,12,0,0,0,0,0,26,10,0,0,6
SymbC1.scaffold690.4,18,0,0,0,0,0,32,0,0,0,0
