gene_id,pd_12.14,pd_12.2,pd_12.7,pd_13.10,pd_13.13,pd_13.9,pd_14.11,pd_14.12,pd_14.8,pd_15.3,pd_15.6
SymbC1.scaffold18.164,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.171,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.172,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.173,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.174,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.178,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.184,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.187,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.197,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.200,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.202,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.206,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.207,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.208,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.209,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.210,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.212,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.214,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.218,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.223,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.225,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.226,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.229,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.231,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.234,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.235,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.237,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.239,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.241,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.242,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.243,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.247,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.248,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.252,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.253,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.256,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.258,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.260,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.261,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.263,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.265,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.267,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.268,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.269,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.270,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.273,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.275,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.280,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.288,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.290,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.292,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.299,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.302,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.304,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.308,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.310,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.312,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.315,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.320,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.325,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.332,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.334,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.339,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.344,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.346,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.348,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.350,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.353,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.356,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.360,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.365,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.374,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.375,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.377,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.378,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.379,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold180.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold180.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1800.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18005.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18009.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18009.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1804.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18047.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1805.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1805.8,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18056.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18056.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18056.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18057.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1806.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18069.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18070.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18072.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18074.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18095.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18097.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18098.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold181.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold181.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1810.3,0,0,0,0,0,2,4,0,0,0,0
SymbC1.scaffold1810.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1811.11,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18112.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18118.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1812.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1813.4,0,3,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18133.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18136.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1815.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18155.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18155.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1816.10,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1816.11,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18164.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18168.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18173.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1818.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18181.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18182.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18190.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18192.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18192.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold182.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18208.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18226.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18231.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18234.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18252.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1826.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18261.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18266.1,0,2,2,0,0,0,0,0,0,0,0
SymbC1.scaffold18268.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18274.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1829.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18291.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18298.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold183.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18302.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18311.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18311.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18313.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18315.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18317.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18319.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18322.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1833.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18336.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1834.2,0,0,0,0,0,6,13,0,0,0,0
SymbC1.scaffold18345.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1835.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18356.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18359.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18365.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18366.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18371.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1838.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18380.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18383.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18384.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18385.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18386.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18390.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18392.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18394.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold184.2,0,0,0,0,0,0,12,0,0,0,0
SymbC1.scaffold1841.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1842.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18420.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18435.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18439.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18440.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18442.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18442.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1846.3,0,0,0,0,0,0,9,6,0,0,0
SymbC1.scaffold1847.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1847.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18487.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18489.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold185.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1850.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18502.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18509.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18511.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.6,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.12,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.13,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.16,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.19,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.20,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.21,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.26,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.27,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.28,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1852.29,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1853.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18530.1,0,0,0,0,0,3,4,0,2,0,2
SymbC1.scaffold18539.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18539.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18539.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18547.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18547.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1856.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18572.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18572.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18573.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1858.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18586.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1859.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18592.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18595.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18596.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18598.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1860.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18606.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18610.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1862.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18622.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18627.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18631.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18634.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1865.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18651.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18653.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18656.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1867.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1867.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18671.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18671.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1868.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18698.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18699.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18700.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18704.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18714.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18714.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18721.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18721.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18725.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18727.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18743.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18744.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18754.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1877.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18778.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18785.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18799.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18806.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1881.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1881.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1881.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18814.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18821.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18828.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18831.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18835.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1884.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18841.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18843.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1885.4,0,0,0,0,0,0,2,3,0,0,0
SymbC1.scaffold18855.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18857.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18857.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1886.2,0,0,0,0,3,0,15,0,0,0,0
SymbC1.scaffold18869.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1888.8,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18887.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18889.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1889.9,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18895.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold189.5,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1891.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1891.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18911.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18915.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18930.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18939.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18947.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1895.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1895.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18955.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18966.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18967.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18972.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18987.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18987.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18990.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18991.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18993.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18996.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18997.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.7,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.10,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.14,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.17,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.22,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.23,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.26,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.30,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.31,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.32,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.38,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.40,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.43,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.44,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.45,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.47,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.48,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.56,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.58,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.64,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.65,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.67,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.75,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.76,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.77,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.88,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.91,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.94,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.101,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.103,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.106,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.108,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.112,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.113,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.115,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.118,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.127,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.139,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.140,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.147,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.148,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.152,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.155,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.158,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.160,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.166,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.168,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.172,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.174,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.176,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.180,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.181,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.185,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.186,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.188,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.199,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.207,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.208,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.211,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.213,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.221,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.222,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.223,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.225,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.226,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.227,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.234,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.235,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.236,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.237,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.238,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.240,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.241,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.242,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.244,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.245,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.248,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.251,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.252,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.253,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.258,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.259,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.260,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.261,0,0,0,0,0,0,0,0,0,0,0
